last,first,area,year,type,student_coauthor,dare_coauthors_names,dare_coauthors,title_short,venue,doi,doi_clean,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_flag_disagrees,year_disagrees,faculty_type,faculty_rank,is_tt,pct_research,departed_flag,research_fte
Ritten,John,Ag and Food,2024,JA,N,NA,0,Flexible Stocking: Livestock Production and Economic Responses in Mixed-Grass Prairie,Rangeland Ecology & Management,10.1016/j.rama.2024.01.007,10.1016/j.rama.2024.01.007,rangeland ecology management,2.4,2024,Exact journal-year,https://openalex.org/W4391848077,https://doi.org/10.1016/j.rama.2024.01.007,Flexible Stocking: Livestock Production and Economic Responses in Mixed-Grass Prairie,2024,2024-02-15,article,2,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,NA,0,Does drought intensify effects of black-tailed prairie dog on livestock production,Rangeland Ecology & Management,10.1016/j.rama.2024.04.011,10.1016/j.rama.2024.04.011,rangeland ecology management,2.9,2025,Exact journal-year,https://openalex.org/W4399202799,https://doi.org/10.1016/j.rama.2024.04.011,Does Drought Intensify the Effects of Black-Tailed Prairie Dogs on Livestock Production and Net Revenue in Semiarid Rangelands?,2024,2024-05-31,article,5,Rangeland Ecology & Management,1550-7424,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,FALSE,TRUE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,Y,NA,0,US Beef Cattle Inventory Trends with Implications for Land Use and Rangelands,Rangeland Ecology & Management,10.1016/j.rama.2025.01.007,10.1016/j.rama.2025.01.007,rangeland ecology management,2.9,2025,Exact journal-year,https://openalex.org/W4408251596,https://doi.org/10.1016/j.rama.2025.01.007,US Beef Cattle Inventory Trends With Implications for Land Use and Rangelands,2025,2025-03-08,article,4,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,NA,0,Does Initial Body Size Influence Weight Gain of Stocker Steers,Rangeland Ecology & Management,10.1016/j.rama.2025.08.009,10.1016/j.rama.2025.08.009,rangeland ecology management,2.9,2025,Exact journal-year,https://openalex.org/W4414414261,https://doi.org/10.1016/j.rama.2025.08.009,Does Initial Body Size Influence Weight Gain of Stocker Steers During the Growing Season in Semiarid Western Great Plains Rangeland?,2025,2025-09-23,article,0,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,Enns,1,Steer Growth Performance and Enteric Gas Flux Across Backgrounding Phases,Rangeland Ecology & Management,10.1016/j.rama.2025.08.010,10.1016/j.rama.2025.08.010,rangeland ecology management,2.9,2025,Exact journal-year,https://openalex.org/W4414479085,https://doi.org/10.1016/j.rama.2025.08.010,Steer Growth Performance and Enteric Gas Flux Across Backgrounding Phases in the Western Great Plains,2025,2025-09-24,article,1,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,13,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2026,JA,NA,NA,0,Unravelling the Influence of Adaptive Grazing Management with Multiple Paddocks on Cattle Production in Semiarid Rangeland,Rangeland Ecology & Management,10.1016/j.rama.2026.03.004,10.1016/j.rama.2026.03.004,rangeland ecology management,2.9,2025,Nearest year (2025),https://openalex.org/W7155510746,https://doi.org/10.1016/j.rama.2026.03.004,Unravelling the Influence of Adaptive Grazing Management with Multiple Paddocks on Cattle Production in Semiarid Rangeland,2026,2026-04-24,article,0,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,NA,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2026,JA,NA,NA,0,"Adaptive, Multipaddock Grazing Management Increased C3 and Reduced C4 Graminoids Without Changing Total Forage Production in Shortgrass Steppe",Rangeland Ecology & Management,10.1016/j.rama.2026.04.003,10.1016/j.rama.2026.04.003,rangeland ecology management,2.9,2025,Nearest year (2025),https://openalex.org/W7162435065,https://doi.org/10.1016/j.rama.2026.04.003,"Adaptive, Multipaddock Grazing Management Increased C3 and Reduced C4 Graminoids Without Changing Total Forage Production in Shortgrass Steppe",2026,2026-05-26,article,0,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,7,NA,NA,NA,NA,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2026,JA,NA,NA,0,Nutrient Runoff From North American Grasslands,Rangeland Ecology & Management,10.1016/j.rama.2026.05.006,10.1016/j.rama.2026.05.006,rangeland ecology management,2.9,2025,Nearest year (2025),https://openalex.org/W7166506521,https://doi.org/10.1016/j.rama.2026.05.006,Nutrient Runoff From North American Grasslands,2026,2026-06-29,article,0,Rangeland Ecology & Management,1550-7424,Elsevier BV,TRUE,FALSE,10,NA,NA,NA,NA,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2022,JA,Y,NA,0,Effects of Feed Efficiency and Diet on Performance and Carcass Characteristics in Growing Wether Lambs,Small Ruminant Research,10.1016/j.smallrumres.2021.106611,10.1016/j.smallrumres.2021.106611,small ruminant research,1.8,2022,Exact journal-year,https://openalex.org/W4205369369,https://doi.org/10.1016/j.smallrumres.2021.106611,Effects of feed efficiency and diet on performance and carcass characteristics in growing wether lambs,2022,2022-01-04,article,20,Small Ruminant Research,0921-4488,Elsevier BV,TRUE,FALSE,7,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2023,JA,Y,NA,0,A ranching economic analysis of ventenata control in northeast Wyoming,Invasive Plant Science and Management,10.1017/inp.2023.8,10.1017/inp.2023.8,invasive plant science management,1.2,2024,Nearest year (2024),https://openalex.org/W4322500407,https://doi.org/10.1017/inp.2023.8,A ranching economic analysis of ventenata (<i>Ventenata dubia</i>) control in northeast Wyoming,2023,2023-02-27,article,4,Invasive Plant Science and Management,1939-7291,Cambridge University Press,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,NA,0,Examining climate benefits from rangeland and pasture management practices,Sustainable Agriculture,10.1038/s44264-025-00105-w,10.1038/s44264-025-00105-w,sustainable agriculture,NA,NA,No IF match,https://openalex.org/W4416850448,https://doi.org/10.1038/s44264-025-00105-w,"Examining climate benefits from rangeland and pasture management practices in the United States: opportunities, tradeoffs, and information gaps",2025,2025-12-01,article,1,npj Sustainable Agriculture,2731-9202,NA,TRUE,FALSE,11,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2024,JA,N,NA,0,Net Zero Initiative in US Beef and Dairy Systems,Environmental Research Communications,10.1088/2515-7620/ad82b5,10.1088/2515-7620/ad82b5,environmental research communications,2.9,2024,Exact journal-year,https://openalex.org/W4403054836,https://doi.org/10.1088/2515-7620/ad82b5,Net zero initiative in U.S. beef and dairy systems: integrative on-farm recommendations for greenhouse gas reduction,2024,2024-10-01,article,4,Environmental Research Communications,2515-7620,IOP Publishing,TRUE,FALSE,13,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2021,JA,N,NA,0,Current State of Enteric Methane and the Carbon Footprint of Beef and Dairy Cattle,Animal Frontiers,10.1093/af/vfab043,10.1093/af/vfab043,animal frontiers,6.762,2021,Exact journal-year,https://openalex.org/W3198747053,https://doi.org/10.1093/af/vfab043,Current state of enteric methane and the carbon footprint of beef and dairy cattle in the United States,2021,2021-07-01,article,37,Animal Frontiers,2160-6056,Oxford University Press,TRUE,FALSE,14,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,Hoag,1,Transdisciplinary research priorities for a One Health approach to human-wildlife coexistence,BioScience,10.1093/biosci/biaf026,10.1093/biosci/biaf026,bioscience,9.5,2025,Exact journal-year,https://openalex.org/W4410577500,https://doi.org/10.1093/biosci/biaf026,Transdisciplinary research priorities for a One Health approach to human–wildlife coexistence,2025,2025-05-21,article,4,BioScience,0006-3568,Oxford University Press,TRUE,FALSE,23,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,Enns,1,Evaluation of cattle sub-species and growth-promoting technology on growth performance,Journal of Animal Science,10.1093/jas/skaf322,10.1093/jas/skaf322,journal animal science,3.7,2025,Exact journal-year,https://openalex.org/W4414471519,https://doi.org/10.1093/jas/skaf322,"Evaluation of cattle sub-species and growth-promoting technology on growth performance, carcass characteristics, and gas flux of steers finished in summer feedlot conditions",2025,2025-01-01,article,0,Journal of Animal Science,0021-8812,Oxford University Press,TRUE,FALSE,13,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,NA,NA,0,"Evaluation of cattle sub-species and growth-promoting technology on growth performance, carcass characteristics, and enteric gas flux of steers finished in winter feedlot conditions",Journal of Animal Science,10.1093/jas/skaf448,10.1093/jas/skaf448,journal animal science,3.7,2025,Exact journal-year,https://openalex.org/W7117544177,https://doi.org/10.1093/jas/skaf448,"Evaluation of cattle sub-species and growth-promoting technology on growth performance, carcass characteristics, and enteric gas flux of steers finished in winter feedlot conditions",2025,2025-12-27,article,1,Journal of Animal Science,0021-8812,Oxford University Press,TRUE,FALSE,14,NA,NA,NA,NA,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2026,JA,NA,NA,0,"Effects of growth hormone implants on animal growth performance, feed intake, carcass characteristics, feeding behavior, gas flux emissions, and relative profitability of finishing Angus steers",Translational Animal Science,10.1093/tas/txag072,10.1093/tas/txag072,translational animal science,1.9,2025,Nearest year (2025),https://openalex.org/W7162752579,https://doi.org/10.1093/tas/txag072,"Effects of growth hormone implants on animal growth performance, feed intake, carcass characteristics, feeding behavior, gas flux emissions, and relative profitability of finishing Angus steers",2026,2026-01-01,article,0,Translational Animal Science,2573-2102,Oxford University Press,TRUE,FALSE,12,NA,NA,NA,NA,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2022,JA,Y,NA,0,Effects of Harvest Season on Carcass Characteristics of Lambs Harvested in the Intermountain West,Applied Animal Science,10.15232/aas.2022-02322,10.15232/aas.2022-02322,applied animal science,1.5,2024,Nearest year (2024),https://openalex.org/W4296713815,https://doi.org/10.15232/aas.2022-02322,Effects of harvest season on carcass characteristics of lambs in the Intermountain West,2022,2022-09-21,article,3,Applied Animal Science,2590-2865,Elsevier BV,FALSE,FALSE,8,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,DeLay;Mooney,1,Climate and Consolidation in the US Beef Cow Sector,Journal of Agricultural and Resource Economics,10.22004/ag.econ.344684,10.22004/ag.econ.344684,journal agricultural resource economics,1.3,2025,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2024,JA,U,DeLay;Hoag;Mooney,1,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,10.22004/ag.econ.349293,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,NA,0,Identifying a Path Forward: Evaluating Ranch Socio-Economic Sustainability,Western Economics Forum,10.22004/ag.econ.364766,10.22004/ag.econ.364766,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,Y,NA,0,Labor Changes in the US Beef Industry Magnify Challenges with Succession,Western Economics Forum,10.22004/ag.econ.364770,10.22004/ag.econ.364770,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2026,JA,NA,NA,0,From data to decisions: the potential of real-time precision technologies to enhance adaptive grazing management for livestock ranchers,African Journal of Range & Forage Science,10.2989/10220119.2025.2585814,10.2989/10220119.2025.2585814,african journal range forage science,1.6,2025,Nearest year (2025),https://openalex.org/W7134037685,https://doi.org/10.2989/10220119.2025.2585814,From data to decisions: the potential of real-time precision technologies to enhance adaptive grazing management for livestock ranchers,2026,2026-01-02,article,1,African Journal of Range and Forage Science,1022-0119,Taylor & Francis,FALSE,FALSE,11,NA,NA,NA,NA,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2025,JA,N,DeLay,1,Incorporating Virtual Fencing to Manage Yearling Steers on Extensive Rangelands,Frontiers in Veterinary Science,10.3389/fvets.2025.1637190,10.3389/fvets.2025.1637190,frontiers in veterinary science,3.1,2025,Exact journal-year,https://openalex.org/W4414087324,https://doi.org/10.3389/fvets.2025.1637190,"Incorporating virtual fencing to manage yearling steers on extensive rangelands: spatial behavior, growth performance, and enteric methane emissions",2025,2025-09-10,article,1,Frontiers in Veterinary Science,2297-1769,Frontiers Media,TRUE,FALSE,12,NA,NA,NA,FALSE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2024,JA,Y,NA,0,Feasibility of Integrating Cover Crops into Irrigated Barley,Journal of the American Society of Farm Managers and Rural Appraisers,nodoi,NA,journal american society farm managers rural appraisers,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Ritten,John,Ag and Food,2022,JA,Y,NA,0,Farm-Level Economics of Bioenergy in the Upper Missouri River Basin,Journal of the American Society of Farm Managers and Rural Appraisers,nodoi,NA,journal american society farm managers rural appraisers,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Continuing,Professor,FALSE,10,FALSE,0.1
Seidl,Andrew,ENRE,2021,JA,N,NA,0,Finance for Nature: Bridging the blue-green investment gap,Ecosystem Services,10.1016/j.ecoser.2021.101351,10.1016/j.ecoser.2021.101351,ecosystem services,6.91,2021,Exact journal-year,https://openalex.org/W3193367627,https://doi.org/10.1016/j.ecoser.2021.101351,Finance for nature: Bridging the blue-green investment gap to inform the post-2020 global biodiversity framework,2021,2021-08-14,article,6,Ecosystem Services,2212-0416,Elsevier BV,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2024,JA,N,NA,0,Investing in the wealth of nature through biodiversity and ecosystem services finance solutions,Ecosystem Services,10.1016/j.ecoser.2024.101601,10.1016/j.ecoser.2024.101601,ecosystem services,6.6,2024,Exact journal-year,https://openalex.org/W4391517522,https://doi.org/10.1016/j.ecoser.2024.101601,Investing in the wealth of nature through biodiversity and ecosystem service finance solutions,2024,2024-02-03,article,54,Ecosystem Services,2212-0416,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2023,JA,N,NA,0,Crowdfunding marine and coastal parks and protected areas,Ocean & Coastal Management,10.1016/j.ocecoaman.2023.106726,10.1016/j.ocecoaman.2023.106726,ocean coastal management,NA,NA,No IF match,https://openalex.org/W4383032658,https://doi.org/10.1016/j.ocecoaman.2023.106726,Crowdfunding marine and coastal protected areas: Reducing the revenue gap and financial vulnerabilities revealed by COVID-19,2023,2023-07-03,article,10,Ocean & Coastal Management,0964-5691,Elsevier BV,FALSE,FALSE,11,1,Kelly Wallace,FALSE,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2021,JA,N,NA,0,The effectiveness of national biodiversity investments to protect the wealth of nature,Nature Ecology and Evolution,10.1038/s41559-020-01372-1,10.1038/s41559-020-01372-1,nature ecology evolution,19.1,2021,Exact journal-year,https://openalex.org/W3122428385,https://doi.org/10.1038/s41559-020-01372-1,The effectiveness of national biodiversity investments to protect the wealth of nature,2021,2021-01-18,article,47,Nature Ecology & Evolution,2397-334X,Nature Portfolio,FALSE,FALSE,5,1,Kelvin Mulungu,FALSE,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2023,JA,N,NA,0,Essential planetary health workers: Positioning rangers within global policy,Conservation Letters,10.1111/conl.12955,10.1111/conl.12955,conservation letters,5.9,2024,Nearest year (2024),https://openalex.org/W4384342652,https://doi.org/10.1111/conl.12955,Essential planetary health workers: Positioning rangers within global policy,2023,2023-07-01,article,22,Conservation Letters,1755-263X,Wiley,TRUE,FALSE,15,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2024,JA,N,NA,0,Cost-benefit analysis as a decision tool for conservation planning: Nyerere-Selous-Udzungwa Corridor,Conservation Science and Practice,10.1111/csp2.13273,10.1111/csp2.13273,conservation science practice,2.8,2024,Exact journal-year,https://openalex.org/W4404445485,https://doi.org/10.1111/csp2.13273,Cost–benefit analysis as a decision tool for effective conservation planning—The case of the Nyerere Selous‐Udzungwa wildlife corridor in Tanzania,2024,2024-11-15,article,2,Conservation Science and Practice,2578-4854,Society for Conservation Biology,TRUE,FALSE,9,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2025,JA,U,Mooney,1,Exploring the Potential for Innovative Water Management Strategies to Support Irrigated Farmland Transitions,Western Economics Forum,10.22004/ag.econ.364767,10.22004/ag.econ.364767,western economics forum,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Seidl,Andrew,ENRE,2021,JA,N,NA,0,Building sustainable financing for resilient protected and conserved areas,PARKS,10.2305/IUCN.CH.2021.PARKS-27-SITC.en,10.2305/iucn.ch.2021.parks-27-sitc.en,parks,NA,NA,No IF match,https://openalex.org/W3137015242,https://doi.org/10.2305/iucn.ch.2021.parks-27-sitc.en,Building sustainable finance for resilient protected and conserved areas: lessons from COVID-19,2021,2021-03-11,article,35,PARKS,0960-233X,World Commission on Protected Areas,TRUE,FALSE,7,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,15,FALSE,0.15
Suter,Jordan,ENRE,2023,JA,N,NA,0,"Seasons, Stress, Salience, and Support for Cooperative Groundwater Management",Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.78,10.1002/jaa2.78,journal agricultural applied economics association,1.8,2025,Nearest year (2025),https://openalex.org/W4386031430,https://doi.org/10.1002/jaa2.78,"Seasons, stress, salience, and support for cooperative groundwater management",2023,2023-08-21,article,2,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2021,JA,U,Goemans;Manning,1,Changing climate changing minds? Effects of natural disasters on public perceptions,Climatic Change,10.1007/s10584-022-03441-9,10.1007/s10584-022-03441-9,climatic change,5.174,2021,Exact journal-year,https://openalex.org/W4298000409,https://doi.org/10.1007/s10584-022-03441-9,"Correction to: Changing climate, changing minds? The effects of natural disasters on public perceptions of climate change",2022,2022-09-01,erratum,2,Climatic Change,0165-0009,Springer Science+Business Media,TRUE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2022,JA,U,NA,0,Lottery Incentives and Resource Management: Evidence from AgDRIP,Environmental and Resource Economics,10.1007/s10640-022-00690-1,10.1007/s10640-022-00690-1,environmental resource economics,4.955,2021,Nearest year (2021),https://openalex.org/W4283699050,https://doi.org/10.1007/s10640-022-00690-1,Lottery Incentives and Resource Management: Evidence from the Agricultural Data Reporting Incentive Program (AgDRIP),2022,2022-06-28,article,3,Environmental and Resource Economics,0924-6460,Springer Science+Business Media,FALSE,FALSE,7,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2021,JA,U,NA,0,Sociodemographic variations in indoor environmental quality and student performance,Building and Environment,10.1016/j.buildenv.2021.108390,10.1016/j.buildenv.2021.108390,building environment,7.093,2021,Exact journal-year,https://openalex.org/W3203151447,https://doi.org/10.1016/j.buildenv.2021.108390,Sociodemographic variations in the association between indoor environmental quality in school buildings and student performance,2021,2021-09-22,article,18,Building and Environment,0360-1323,Elsevier BV,FALSE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2024,JA,U,NA,0,Measuring changes in pork demand and welfare effects of African swine fever,Food Policy,10.1016/j.foodpol.2024.102672,10.1016/j.foodpol.2024.102672,food policy,6,2024,Exact journal-year,https://openalex.org/W4400314702,https://doi.org/10.1016/j.foodpol.2024.102672,"Measuring changes in pork demand, welfare effects, and the role of information sources in the event of an African swine fever outbreak in the United States",2024,2024-07-01,article,11,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,3,1,Pratyoosh Kashyap,TRUE,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2022,JA,U,NA,0,Experimental Evidence of Common Pool Resource Use in the Presence of Uncertainty,Journal of Economic Behavior and Organization,10.1016/j.jebo.2021.12.012,10.1016/j.jebo.2021.12.012,journal economic behavior organization,2.3,2024,Nearest year (2024),https://openalex.org/W4200145669,https://doi.org/10.1016/j.jebo.2021.12.012,Experimental evidence of common pool resource use in the presence of uncertainty,2021,2021-12-29,article,22,Journal of Economic Behavior & Organization,0167-2681,Elsevier BV,FALSE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2023,JA,N,NA,0,Camping in Clearcuts: Impacts of Timber Harvesting on USFS Campground Utilization,Journal of Outdoor Recreation and Tourism,10.1016/j.jort.2023.100690,10.1016/j.jort.2023.100690,journal outdoor recreation tourism,4.9,2025,Nearest year (2025),https://openalex.org/W4387150601,https://doi.org/10.1016/j.jort.2023.100690,Camping in clearcuts: The impacts of timber harvesting on USFS campground utilization,2023,2023-09-28,article,5,Journal of Outdoor Recreation and Tourism,2213-0780,Elsevier BV,TRUE,FALSE,3,1,Kelly Wallace,FALSE,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2021,JA,U,Goemans;Manning,1,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,10.1016/j.reseneeco.2019.101143,resource energy economics,3.553,2021,Exact journal-year,https://openalex.org/W2994849090,https://doi.org/10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2019,2019-12-20,article,32,Resource and Energy Economics,0928-7655,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2021,JA,U,Goemans;Manning,1,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,10.1016/j.reseneeco.2021.101143,resource energy economics,3.553,2021,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2025,JA,Y,Burkhardt,1,Characterizing community water systems exposed to wildfire in the Western US,Science of the Total Environment,10.1016/j.scitotenv.2025.179814,10.1016/j.scitotenv.2025.179814,science total environment,8,2024,Nearest year (2024),https://openalex.org/W4411225024,https://doi.org/10.1016/j.scitotenv.2025.179814,Characterizing community water systems exposed to wildfire in the Western U.S.,2025,2025-06-12,article,0,The Science of The Total Environment,0048-9697,Elsevier BV,FALSE,FALSE,7,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2025,JA,N,NA,0,Time pressure and motivated delay effects on sanctioning in a social dilemma,Journal of Behavioral and Experimental Economics,10.1016/j.socec.2025.102403,10.1016/j.socec.2025.102403,journal behavioral experimental economics,1.5,2025,Exact journal-year,https://openalex.org/W4412450665,https://doi.org/10.1016/j.socec.2025.102403,Time pressure and motivated delay effects on sanctioning in a social dilemma: Experimental evidence,2025,2025-07-15,article,0,Journal of Behavioral and Experimental Economics,2214-8043,Elsevier BV,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2025,JA,Y,NA,0,The unaccounted costs of slash pile burning,Trees Forests and People,10.1016/j.tfp.2025.101081,10.1016/j.tfp.2025.101081,trees forests people,3.6,2025,Exact journal-year,https://openalex.org/W4416373336,https://doi.org/10.1016/j.tfp.2025.101081,"The unaccounted costs of slash pile burning: Carbon emissions and PM2.5 exposure in central Oregon, USA",2025,2025-11-19,article,1,Trees Forests and People,2666-7193,Elsevier BV,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2025,JA,U,NA,0,Water scarcity compounds negative effects of salinity on irrigated agriculture,Water Resources Research,10.1029/2024wr038504,10.1029/2024wr038504,water resources research,6.3,2025,Exact journal-year,https://openalex.org/W4415701601,https://doi.org/10.1029/2024wr038504,Water Scarcity Compounds the Negative Effects of Salinity on Irrigated Agriculture,2025,2025-10-30,article,0,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Suter,Jordan,ENRE,2026,JA,NA,NA,0,Groundwater management amidst a changing climate: A more severe climate could decrease the value of groundwater conservation,Water Resources Research,10.1029/2025WR040427,10.1029/2025wr040427,water resources research,6.3,2025,Nearest year (2025),https://openalex.org/W7162135996,https://doi.org/10.1029/2025wr040427,Groundwater Management Amidst a Changing Climate: A More Severe Climate Could Decrease the Value of Groundwater Conservation,2026,2026-05-01,article,0,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,9,NA,NA,NA,NA,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
