publication_key,oa_id,doi_clean,au_key,au_id,au_display_name,au_name_norm,au_orcid,author_position,is_corresponding,institution,ror,country_code,institution_type,raw_affiliation
doi:10.1016/j.rama.2026.03.004,W7155510746,10.1016/j.rama.2026.03.004,A5085254718,A5085254718,Liwang Ma,liwang ma,0000-0002-7451-5221,middle,FALSE,Center for Agricultural Resources Research,https://ror.org/0135db650,US,facility,"USDA-Agricultural Research Service, Center for Agricultural Resources Research, Rangeland Resources and Systems Research Unit, Fort Collins, CO 82056, USA"
doi:10.1016/j.rama.2026.03.004,W7155510746,10.1016/j.rama.2026.03.004,A5022168676,A5022168676,David L. Hoover,david l hoover,0000-0002-9326-9791,middle,FALSE,Center for Agricultural Resources Research,https://ror.org/0135db650,US,facility,"USDA-Agricultural Research Service, Center for Agricultural Resources Research, Rangeland Resources and Systems Research Unit, Fort Collins, CO 82056, USA"
doi:10.1016/j.rama.2026.03.004,W7155510746,10.1016/j.rama.2026.03.004,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Colorado State University, Ag Next, Fort Collins, CO 80523, USA"
doi:10.1016/j.rama.2026.03.004,W7155510746,10.1016/j.rama.2026.03.004,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA-Agricultural Research Service, Range Sheep Production Efficiency Research Unit, Dubois, ID 83423, USA"
doi:10.1016/j.rama.2026.03.004,W7155510746,10.1016/j.rama.2026.03.004,A5132864204,A5132864204,Sean P. Kearney,sean p kearney,0000-0002-5939-1259,last,FALSE,Western EcoSystems Technology (United States),https://ror.org/03y5ndk86,US,company,"Thunder Basin Grasslands Prairie Ecosystem Association, Douglas, WY 82633, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5136800418,A5136800418,David J. Augustine,david j augustine,0000-0003-3144-0466,first,TRUE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA-ARS, Rangeland Resources and Systems Research Unit, 2150 Center Ave, Fort Collins, CO 80526, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5136800418,A5136800418,David J. Augustine,david j augustine,0000-0003-3144-0466,first,TRUE,Center for Agricultural Resources Research,https://ror.org/0135db650,US,facility,"USDA-ARS, Rangeland Resources and Systems Research Unit, 2150 Center Ave, Fort Collins, CO 80526, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5136801573,A5136801573,Lauren M. Porensky,lauren m porensky,0000-0001-6883-2442,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA-ARS, Rangeland Resources and Systems Research Unit, 2150 Center Ave, Fort Collins, CO 80526, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5136801573,A5136801573,Lauren M. Porensky,lauren m porensky,0000-0001-6883-2442,middle,FALSE,Center for Agricultural Resources Research,https://ror.org/0135db650,US,facility,"USDA-ARS, Rangeland Resources and Systems Research Unit, 2150 Center Ave, Fort Collins, CO 80526, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5022168676,A5022168676,David L. Hoover,david l hoover,0000-0002-9326-9791,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA-ARS, Rangeland Resources and Systems Research Unit, 2150 Center Ave, Fort Collins, CO 80526, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5022168676,A5022168676,David L. Hoover,david l hoover,0000-0002-9326-9791,middle,FALSE,Center for Agricultural Resources Research,https://ror.org/0135db650,US,facility,"USDA-ARS, Rangeland Resources and Systems Research Unit, 2150 Center Ave, Fort Collins, CO 80526, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5137068253,A5137068253,Sean Kearney,sean kearney,0000-0002-5939-1259,middle,FALSE,Western EcoSystems Technology (United States),https://ror.org/03y5ndk86,US,company,"Thunder Basin Grasslands Prairie Ecosystem Association, Douglas, WY 82633, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5013939276,A5013939276,Hailey Wilmer,hailey wilmer,0000-0003-0810-9687,middle,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA-ARS, Range Sheep Production Efficiency Research, Dubois, ID 83423, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5137026703,A5137026703,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"AgNext, 350 West Pitkin Street, Colorado State University, Fort Collins, CO 80523, USA"
doi:10.1016/j.rama.2026.04.003,W7162435065,10.1016/j.rama.2026.04.003,A5137082555,A5137082555,Justin D. Derner,justin d derner,NA,last,FALSE,Agricultural Research Service,https://ror.org/02d2m2044,US,government,"USDA-ARS, Rangeland Resources and Systems Research Unit, 8404 Hildreth Road, Cheyenne, WY 82009, USA"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5112532502,A5112532502,M. J. Swenson,m j swenson,NA,first,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5121557709,A5121557709,Juan J Vargas,juan j vargas,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5093532001,A5093532001,Ashley K Schilling-Hazlett,ashley k schilling hazlett,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5113323698,A5113323698,Edilane C Martins,edilane c martins,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5121528498,A5121528498,Erin N Burke,erin n burke,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5121579422,A5121579422,Rhyse K Campion,rhyse k campion,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5106342330,A5106342330,Anna M Shadbolt,anna m shadbolt,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5136324611,A5136324611,Pedro H V Carvalho,pedro h v carvalho,0000-0003-1620-6831,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5137379765,A5137379765,Kimberly R Stackhouse-Lawson,kimberly r stackhouse lawson,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5017296865,A5017296865,Nathan D. DeLay,nathan d delay,0000-0003-3239-0798,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1093/tas/txag072,W7162752579,10.1093/tas/txag072,A5080504968,A5080504968,Sara E Place,sara e place,0000-0002-4033-3681,last,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"CSU AgNext, Department of Animal Sciences, Colorado State University , Fort Collins, CO, 80523,"
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5031090585,A5031090585,R. Daren Harmel,r daren harmel,0000-0002-5344-1286,first,TRUE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5011039592,A5011039592,Joshua Mott,joshua mott,0000-0002-5598-5383,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5072615505,A5072615505,Merilynn C. Schantz,merilynn c schantz,0000-0002-7740-2345,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5022168676,A5022168676,David L. Hoover,david l hoover,0000-0002-9326-9791,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5053897338,A5053897338,David J. Augustine,david j augustine,0000-0003-3144-0466,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5139591011,A5139591011,Aaron Hird,aaron hird,0009-0004-4451-5548,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5139543513,A5139543513,Peter J.A. Kleinman,peter j a kleinman,NA,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5005249696,A5005249696,Lauren M. Porensky,lauren m porensky,0000-0001-6883-2442,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5060067873,A5060067873,John P. Ritten,john p ritten,0000-0002-6468-3870,middle,FALSE,NA,NA,NA,NA,
doi:10.1016/j.rama.2026.05.006,W7166506521,10.1016/j.rama.2026.05.006,A5083715220,A5083715220,Kimberly R Stackhouse-Lawson,kimberly r stackhouse lawson,0000-0001-7435-8695,last,FALSE,NA,NA,NA,NA,
doi:10.1016/j.ecoser.2024.101601,W4391517522,10.1016/j.ecoser.2024.101601,A5080412252,A5080412252,Andrew Seidl,andrew seidl,0000-0002-2338-1307,first,TRUE,United Nations Development Programme,https://ror.org/051777d98,US,other,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO 80523-1172, USA; United Nations Development Programme-Biodiversity Finance Initiative (BIOFIN), Istanbul, Turkey"
doi:10.1016/j.ecoser.2024.101601,W4391517522,10.1016/j.ecoser.2024.101601,A5080412252,A5080412252,Andrew Seidl,andrew seidl,0000-0002-2338-1307,first,TRUE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO 80523-1172, USA; United Nations Development Programme-Biodiversity Finance Initiative (BIOFIN), Istanbul, Turkey"
doi:10.1016/j.ecoser.2024.101601,W4391517522,10.1016/j.ecoser.2024.101601,A5013601679,A5013601679,Tracey Cumming,tracey cumming,NA,middle,FALSE,United Nations Development Programme,https://ror.org/051777d98,US,other,"United Nations Development Programme-Biodiversity Finance Initiative (BIOFIN), Istanbul, Turkey"
doi:10.1016/j.ecoser.2024.101601,W4391517522,10.1016/j.ecoser.2024.101601,A5034946869,A5034946869,Marco Arlaud,marco arlaud,0009-0007-0174-5601,middle,FALSE,United Nations Development Programme,https://ror.org/051777d98,US,other,"United Nations Development Programme-Biodiversity Finance Initiative (BIOFIN), Istanbul, Turkey"
doi:10.1016/j.ecoser.2024.101601,W4391517522,10.1016/j.ecoser.2024.101601,A5093857429,A5093857429,Cole Crossett,cole crossett,NA,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO 80523-1172, USA"
doi:10.1016/j.ecoser.2024.101601,W4391517522,10.1016/j.ecoser.2024.101601,A5076100998,A5076100998,Onno van den Heuvel,onno van den heuvel,NA,last,FALSE,United Nations Development Programme,https://ror.org/051777d98,US,other,"United Nations Development Programme-Biodiversity Finance Initiative (BIOFIN), Istanbul, Turkey"
doi:10.1038/s41559-020-01372-1,W3122428385,10.1038/s41559-020-01372-1,A5080412252,A5080412252,Andrew Seidl,andrew seidl,0000-0002-2338-1307,first,TRUE,United Nations Development Programme,https://ror.org/051777d98,US,other,"Biodiversity Finance Initiative (BIOFIN), United Nations Development Programme (UNDP), New York, NY, USA. Andrew.seidl@colostate.edu; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, USA. Andrew.seidl@colostate.edu; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, USA"
doi:10.1038/s41559-020-01372-1,W3122428385,10.1038/s41559-020-01372-1,A5080412252,A5080412252,Andrew Seidl,andrew seidl,0000-0002-2338-1307,first,TRUE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Biodiversity Finance Initiative (BIOFIN), United Nations Development Programme (UNDP), New York, NY, USA. Andrew.seidl@colostate.edu; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, USA. Andrew.seidl@colostate.edu; Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, USA"
doi:10.1038/s41559-020-01372-1,W3122428385,10.1038/s41559-020-01372-1,A5023948800,A5023948800,Kelvin Mulungu,kelvin mulungu,0000-0002-4904-4122,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Department of Agricultural and Resource Economics, Colorado State University, Fort Collins, CO, USA"
doi:10.1038/s41559-020-01372-1,W3122428385,10.1038/s41559-020-01372-1,A5034946869,A5034946869,Marco Arlaud,marco arlaud,0009-0007-0174-5601,middle,FALSE,NA,NA,NA,NA,"BIOFIN, UNDP Regional Hub, Istanbul, Turkey"
doi:10.1038/s41559-020-01372-1,W3122428385,10.1038/s41559-020-01372-1,A5076100998,A5076100998,Onno van den Heuvel,onno van den heuvel,NA,middle,FALSE,United Nations Development Programme,https://ror.org/051777d98,US,other,"Biodiversity Finance Initiative (BIOFIN), United Nations Development Programme (UNDP), New York, NY, USA"
doi:10.1038/s41559-020-01372-1,W3122428385,10.1038/s41559-020-01372-1,A5046475815,A5046475815,Massimiliano Riva,massimiliano riva,0000-0001-6695-1763,last,FALSE,United Nations Development Programme,https://ror.org/051777d98,US,other,"UNDP, New York, NY, USA"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,A5105101634,A5105101634,Maurice K. Ekoue,maurice k ekoue,NA,first,FALSE,Centre National de la Recherche Scientifique,https://ror.org/02feahw73,FR,government,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,A5105101634,A5105101634,Maurice K. Ekoue,maurice k ekoue,NA,first,FALSE,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",https://ror.org/003vg9w96,FR,government,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,A5105101634,A5105101634,Maurice K. Ekoue,maurice k ekoue,NA,first,FALSE,Laboratoire d'Economie Appliquée de Grenoble,https://ror.org/00fwjkb59,FR,facility,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,A5105101634,A5105101634,Maurice K. Ekoue,maurice k ekoue,NA,first,FALSE,Université Grenoble Alpes,https://ror.org/02rx3b187,FR,education,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,A5054886966,A5054886966,Matt Woerman,matt woerman,0000-0002-4903-6261,middle,TRUE,Agricultural & Applied Economics Association,https://ror.org/04e5cyn06,US,nonprofit,"Department of Agricultural and Resource Economics, Colorado State University, United States of America"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,name:cedric clastres,NA,Cédric Clastres,cedric clastres,0009-0007-1340-250X,last,FALSE,Centre National de la Recherche Scientifique,https://ror.org/02feahw73,FR,government,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,name:cedric clastres,NA,Cédric Clastres,cedric clastres,0009-0007-1340-250X,last,FALSE,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",https://ror.org/003vg9w96,FR,government,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,name:cedric clastres,NA,Cédric Clastres,cedric clastres,0009-0007-1340-250X,last,FALSE,Laboratoire d'Economie Appliquée de Grenoble,https://ror.org/00fwjkb59,FR,facility,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1016/j.eneco.2024.108176,W4406268583,10.1016/j.eneco.2024.108176,name:cedric clastres,NA,Cédric Clastres,cedric clastres,0009-0007-1340-250X,last,FALSE,Université Grenoble Alpes,https://ror.org/02rx3b187,FR,education,"Grenoble Applied Economic Laboratory, INRAE, CNRS, University Grenoble Alpes, France"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5009034028,A5009034028,Sue Stolton,sue stolton,0000-0002-6581-0114,first,TRUE,International Union for Conservation of Nature,https://ror.org/04tehfn33,CH,nonprofit,"Equilibrium Research and IUCN World Commission on Protected Areas Gland Switzerland; Equilibrium Research and IUCN World Commission on Protected Areas, Gland, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5033787451,A5033787451,Hannah L. Timmins,hannah l timmins,0000-0002-3129-0165,middle,FALSE,Equilibrium Research,https://ror.org/03gcx9p86,GB,facility,"Equilibrium Research Bristol UK; Equilibrium Research, Bristol, UK"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5074876720,A5074876720,Nigel Dudley,nigel dudley,0000-0001-7068-0468,middle,FALSE,International Union for Conservation of Nature,https://ror.org/04tehfn33,CH,nonprofit,"Equilibrium Research and IUCN World Commission on Protected Areas Gland Switzerland; Equilibrium Research and IUCN World Commission on Protected Areas, Gland, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5028724069,A5028724069,Olga Biegus,olga biegus,0000-0001-8507-8250,middle,FALSE,Rainforest Alliance,https://ror.org/0109e8m16,US,nonprofit,"Universal Ranger Support Alliance (URSA) Gland Switzerland; Universal Ranger Support Alliance (URSA), Gland, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5023208794,A5023208794,Chris Galliers,chris galliers,NA,middle,FALSE,South African Institute of International Affairs,https://ror.org/02bxpm650,ZA,facility,"International Ranger Federation Johannesburg South Africa; International Ranger Federation, Johannesburg, South Africa"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5080635577,A5080635577,William James Jackson,william james jackson,0000-0002-7435-5723,middle,FALSE,Skin and Cancer Foundation,https://ror.org/04x436h61,AU,nonprofit,"The Thin Green Line Foundation Balnarring Australia; The Thin Green Line Foundation, Balnarring, Australia"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5102844700,A5102844700,Marianne Kettunen,marianne kettunen,0000-0002-9687-3484,middle,FALSE,International Union for Conservation of Nature,https://ror.org/04tehfn33,CH,nonprofit,"IUCN World Commission on Protected Areas Gland Switzerland; IUCN World Commission on Protected Areas, Gland, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5085437945,A5085437945,Barney Long,barney long,0000-0002-9747-6042,middle,FALSE,NA,NA,NA,NA,"Re:wild Austin Texas USA; Re:wild, Austin, Texas, USA"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5018705599,A5018705599,Madhu Rao,madhu rao,0000-0002-5360-4073,middle,FALSE,International Union for Conservation of Nature,https://ror.org/04tehfn33,CH,nonprofit,"IUCN World Commission on Protected Areas Gland Switzerland; IUCN World Commission on Protected Areas, Gland, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5102008104,A5102008104,Carlos Manuel Taboada Rodriguez,carlos manuel taboada rodriguez,0000-0003-2328-378X,middle,FALSE,Global Environment Facility,https://ror.org/006xm7s91,US,other,"Global Environment Facility Washington District of Columbia USA; Global Environment Facility, Washington, District of Columbia, USA"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5102745467,A5102745467,Cristina Romanelli,cristina romanelli,0000-0001-9429-6946,middle,FALSE,World Health Organization - Pakistan,https://ror.org/047bn1w15,PK,government,"World Health Organization, Department of Environment Climate Change and Health Geneve Switzerland; World Health Organization, Department of Environment, Climate Change and Health, Geneve, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5102745467,A5102745467,Cristina Romanelli,cristina romanelli,0000-0001-9429-6946,middle,FALSE,World Health Organization,https://ror.org/01f80g185,CH,government,"World Health Organization, Department of Environment Climate Change and Health Geneve Switzerland; World Health Organization, Department of Environment, Climate Change and Health, Geneve, Switzerland"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5006962113,A5006962113,T. L. Schneider,t l schneider,NA,middle,FALSE,Skin and Cancer Foundation,https://ror.org/04x436h61,AU,nonprofit,"The Thin Green Line Foundation Balnarring Australia; The Thin Green Line Foundation, Balnarring, Australia"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5080412252,A5080412252,Andrew Seidl,andrew seidl,0000-0002-2338-1307,middle,FALSE,Colorado State University,https://ror.org/03k1gpj17,US,education,"Colorado State University and UNDP Biodiversity Finance Initiative (BIOFIN) Fort Collins Colorado USA; Colorado State University and UNDP Biodiversity Finance Initiative (BIOFIN), Fort Collins, Colorado, USA"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5060891602,A5060891602,Rohit Singh,rohit singh,0000-0002-7888-7655,middle,FALSE,World Wildlife Fund,https://ror.org/011590k05,US,nonprofit,"World Wildlife Fund Washington District of Columbia USA; World Wildlife Fund, Washington, District of Columbia, USA"
doi:10.1111/conl.12955,W4384342652,10.1111/conl.12955,A5111009190,A5111009190,M. T. Sykes,m t sykes,NA,last,FALSE,Business Roundtable,https://ror.org/00c4hg173,US,other,"Ranger Roundtable Melbourne Australia; Ranger Roundtable, Melbourne, Australia"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132730848,A5132730848,Abel Brodeur,abel brodeur,0000-0003-3980-4324,first,TRUE,University of Ottawa,https://ror.org/03c4mmv16,CA,education,"University of Ottawa, Ottawa, Ontario, Canada. abrodeur@uottawa.ca"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5068344881,A5068344881,Derek Mikola,derek mikola,0000-0003-3913-0921,middle,FALSE,University of Ottawa,https://ror.org/03c4mmv16,CA,education,"University of Ottawa, Ottawa, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5040258786,A5040258786,Nikolai Cook,nikolai cook,0000-0003-2988-0606,middle,FALSE,Wilfrid Laurier University,https://ror.org/00fn7gb05,CA,education,"Wilfrid Laurier University, Waterloo, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5124359171,A5124359171,Lenka Fiala,lenka fiala,0000-0003-0216-7050,middle,FALSE,University of Ottawa,https://ror.org/03c4mmv16,CA,education,"Institute for Replication, Tilburg University, Tilburg, The Netherlands; Institute for Replication, University of Ottawa, Ottawa, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5124359171,A5124359171,Lenka Fiala,lenka fiala,0000-0003-0216-7050,middle,FALSE,Tilburg University,https://ror.org/04b8v1s79,NL,education,"Institute for Replication, Tilburg University, Tilburg, The Netherlands; Institute for Replication, University of Ottawa, Ottawa, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5124442092,A5124442092,Thomas James Brailey,thomas james brailey,NA,middle,FALSE,University of Oxford,https://ror.org/052gg0110,GB,education,"University of Oxford, Oxford, UK"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5073041387,A5073041387,Ryan C. Briggs,ryan c briggs,0000-0002-3933-8119,middle,FALSE,University of Guelph,https://ror.org/01r7awg59,CA,education,"University of Guelph, Guelph, Ontario, Canada"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5005489692,A5005489692,Alexandra de Gendre,alexandra de gendre,0000-0001-6409-1982,middle,FALSE,The University of Melbourne,https://ror.org/01ej9dk98,AU,education,"The University of Melbourne, Carlton, Victoria, Australia"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5043733640,A5043733640,Yannick Dupraz,yannick dupraz,0000-0002-1243-5779,middle,FALSE,Centre National de la Recherche Scientifique,https://ror.org/02feahw73,FR,government,"Paris Dauphine University, PSL University, LEDA, CNRS, IRD, Paris, France"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5043733640,A5043733640,Yannick Dupraz,yannick dupraz,0000-0002-1243-5779,middle,FALSE,Université Paris Sciences et Lettres,https://ror.org/013cjyk83,FR,education,"Paris Dauphine University, PSL University, LEDA, CNRS, IRD, Paris, France"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5043733640,A5043733640,Yannick Dupraz,yannick dupraz,0000-0002-1243-5779,middle,FALSE,Institut de Recherche pour le Développement,https://ror.org/05q3vnk25,FR,government,"Paris Dauphine University, PSL University, LEDA, CNRS, IRD, Paris, France"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5043733640,A5043733640,Yannick Dupraz,yannick dupraz,0000-0002-1243-5779,middle,FALSE,Université Paris Dauphine-PSL,https://ror.org/052bz7812,FR,education,"Paris Dauphine University, PSL University, LEDA, CNRS, IRD, Paris, France"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5010866429,A5010866429,Jacopo Gabani,jacopo gabani,0000-0001-7461-7300,middle,FALSE,World Bank,https://ror.org/00ae7jd04,US,other,"Centre for Health Economics, University of York, York, UK; World Bank, Washington, DC, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5010866429,A5010866429,Jacopo Gabani,jacopo gabani,0000-0001-7461-7300,middle,FALSE,University of York,https://ror.org/04m01e293,GB,education,"Centre for Health Economics, University of York, York, UK; World Bank, Washington, DC, USA"
doi:10.1038/s41586-026-10251-x,W7147329468,10.1038/s41586-026-10251-x,A5132678499,A5132678499,Romain Gauriot,romain gauriot,0000-0002-7633-7086,middle,FALSE,Deakin University,https://ror.org/02czsnj07,AU,education,"Deakin University, Melbourne, Victoria, Australia"
