last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,doi_clean,publication_key,affiliated_at_publication,affiliation_status,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_cv,student_cv_conflict,year_canonical,year_conflict,year_disagrees,student_coauthor_final,student_evidence,in_reporting_window
Ritten,John,Ag and Food,2022,JA,b,N,0,NA,Social learning lessons from Collaborative Adaptive Rangeland Management,Rangelands,10.1016/j.rala.2021.02.002,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2021.02.002,doi:10.1016/j.rala.2021.02.002,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W3148129500,https://doi.org/10.1016/j.rala.2021.02.002,Social learning lessons from Collaborative Adaptive Rangeland Management,2021,2021-04-02,article,28,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,9,NA,NA,NA,N,FALSE,2022,FALSE,TRUE,N,Neither,TRUE
Ritten,John,Ag and Food,2022,JA,b,N,0,NA,Adaptive Grazing Management in Semiarid Rangelands: An Outcome-driven Focus,Rangelands,10.1016/j.rala.2021.02.004,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2021.02.004,doi:10.1016/j.rala.2021.02.004,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W3143326807,https://doi.org/10.1016/j.rala.2021.02.004,Adaptive grazing management in semiarid rangelands: An outcome-driven focus,2021,2021-04-01,article,30,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2022,FALSE,TRUE,N,Neither,TRUE
Ritten,John,Ag and Food,2022,JA,b,Y,0,NA,Stocking rate and marketing dates for yearling steers grazing rangelands,Rangelands,10.1016/j.rala.2022.04.002,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2022.04.002,doi:10.1016/j.rala.2022.04.002,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W4281652952,https://doi.org/10.1016/j.rala.2022.04.002,Stocking rate and marketing dates for yearling steers grazing rangelands: Can producers do things differently to increase economic net benefits?,2022,2022-06-03,article,11,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,9,NA,NA,NA,Y,FALSE,2022,FALSE,FALSE,Y,CV only,TRUE
Ritten,John,Ag and Food,2022,JA,b,N,0,NA,Balancing Ecosystem Service Outcomes at the Ranch-Scale in Shortgrass Steppe,Rangelands,10.1016/j.rala.2022.05.003,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2022.05.003,doi:10.1016/j.rala.2022.05.003,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W4298120606,https://doi.org/10.1016/j.rala.2022.05.003,Balancing ecosystem service outcomes at the ranch-scale in shortgrass steppe: The role of grazing management,2022,2022-09-30,article,10,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Delay,Nathan,Ag and Food,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2024.05.006,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W4407209665,https://doi.org/10.1016/j.rala.2024.05.006,The economic fundamentals of virtual fencing compared to traditional fencing,2025,2025-02-01,article,14,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Hoag,Dana,ENRE,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2024.05.006,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W4407209665,https://doi.org/10.1016/j.rala.2024.05.006,The economic fundamentals of virtual fencing compared to traditional fencing,2025,2025-02-01,article,14,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Mooney,Daniel,Ag and Food,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2024.05.006,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W4407209665,https://doi.org/10.1016/j.rala.2024.05.006,The economic fundamentals of virtual fencing compared to traditional fencing,2025,2025-02-01,article,14,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.rala.2024.05.006,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation,rangelands,NA,NA,No IF match,W4407209665,https://doi.org/10.1016/j.rala.2024.05.006,The economic fundamentals of virtual fencing compared to traditional fencing,2025,2025-02-01,article,14,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/00343404.2023.2166914,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation,regional studies,4.2,2024,Nearest year (2024),W4319067211,https://doi.org/10.1080/00343404.2023.2166914,Beer sales in grocery and convenience stores: a glass half-full for craft brewers?,2023,2023-02-03,article,14,Regional Studies,0034-3404,Routledge,TRUE,FALSE,7,1,Nathan Palardy,FALSE,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Berning,Joshua,Ag and Food,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/00343404.2023.2166914,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation,regional studies,4.2,2024,Nearest year (2024),W4319067211,https://doi.org/10.1080/00343404.2023.2166914,Beer sales in grocery and convenience stores: a glass half-full for craft brewers?,2023,2023-02-03,article,14,Regional Studies,0034-3404,Routledge,TRUE,FALSE,7,1,Nathan Palardy,FALSE,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Costanigro,Marco,Ag and Food,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/00343404.2023.2166914,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation,regional studies,4.2,2024,Nearest year (2024),W4319067211,https://doi.org/10.1080/00343404.2023.2166914,Beer sales in grocery and convenience stores: a glass half-full for craft brewers?,2023,2023-02-03,article,14,Regional Studies,0034-3404,Routledge,TRUE,FALSE,7,1,Nathan Palardy,FALSE,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Thilmany,Dawn,Ag and Food,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/00343404.2023.2166914,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation,regional studies,4.2,2024,Nearest year (2024),W4319067211,https://doi.org/10.1080/00343404.2023.2166914,Beer sales in grocery and convenience stores: a glass half-full for craft brewers?,2023,2023-02-03,article,14,Regional Studies,0034-3404,Routledge,TRUE,FALSE,7,1,Nathan Palardy,FALSE,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Bonanno,Alessandro,Ag and Food,2021,JA,a,U,1,Bonanno;Cleary,Enhancing Understanding of Food Purchasing Patterns in the Northeast,Renewable Agriculture and Food Systems,10.1017/s1742170519000371,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/s1742170519000371,doi:10.1017/s1742170519000371,1,Active CSU affiliation,renewable agriculture food systems,2.915,2021,Exact journal-year,W2981340085,https://doi.org/10.1017/s1742170519000371,Enhancing understanding of food purchasing patterns in the Northeast US using multiple datasets,2019,2019-10-25,article,3,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,6,NA,NA,NA,Y,TRUE,2021,FALSE,TRUE,Y,CV only,TRUE
Cleary,Rebecca,Ag and Food,2021,JA,a,Y,1,Bonanno;Cleary,Enhancing Understanding of Food Purchasing Patterns in the Northeast,Renewable Agriculture and Food Systems,10.1017/s1742170519000371,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/s1742170519000371,doi:10.1017/s1742170519000371,1,Active CSU affiliation,renewable agriculture food systems,2.915,2021,Exact journal-year,W2981340085,https://doi.org/10.1017/s1742170519000371,Enhancing understanding of food purchasing patterns in the Northeast US using multiple datasets,2019,2019-10-25,article,3,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,6,NA,NA,NA,Y,TRUE,2021,FALSE,TRUE,Y,CV only,TRUE
Jablonski,Becca,Ag and Food,2023,JA,a,U,1,Jablonski;Mooney;Thilmany,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/s1742170523000145,doi:10.1017/s1742170523000145,1,Active CSU affiliation,renewable agriculture food systems,2.7,2022,Nearest year (2022),W4366223024,https://doi.org/10.1017/s1742170523000145,Producers marketing a novel crop: a field-level view of hemp market channels,2023,2023-01-01,article,5,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,10,1,Ming Wang,TRUE,Y,TRUE,2023,FALSE,FALSE,Y,CV and registrar,TRUE
Mooney,Daniel,Ag and Food,2023,JA,a,Y,1,Jablonski;Mooney;Thilmany,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/s1742170523000145,doi:10.1017/s1742170523000145,1,Active CSU affiliation,renewable agriculture food systems,2.7,2022,Nearest year (2022),W4366223024,https://doi.org/10.1017/s1742170523000145,Producers marketing a novel crop: a field-level view of hemp market channels,2023,2023-01-01,article,5,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,10,1,Ming Wang,TRUE,Y,TRUE,2023,FALSE,FALSE,Y,CV and registrar,TRUE
Thilmany,Dawn,Ag and Food,2023,JA,a,Y,1,Jablonski;Mooney;Thilmany,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1017/s1742170523000145,doi:10.1017/s1742170523000145,1,Active CSU affiliation,renewable agriculture food systems,2.7,2022,Nearest year (2022),W4366223024,https://doi.org/10.1017/s1742170523000145,Producers marketing a novel crop: a field-level view of hemp market channels,2023,2023-01-01,article,5,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,10,1,Ming Wang,TRUE,Y,TRUE,2023,FALSE,FALSE,Y,CV and registrar,TRUE
Goemans,Chris,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.reseneeco.2019.101143,doi:10.1016/j.reseneeco.2019.101143,1,Active CSU affiliation,resource energy economics,3.553,2021,Exact journal-year,W2994849090,https://doi.org/10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2019,2019-12-20,article,32,Resource and Energy Economics,0928-7655,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Manning,Dale,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.reseneeco.2019.101143,doi:10.1016/j.reseneeco.2019.101143,1,Active CSU affiliation,resource energy economics,3.553,2021,Exact journal-year,W2994849090,https://doi.org/10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2019,2019-12-20,article,32,Resource and Energy Economics,0928-7655,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Suter,Jordan,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.reseneeco.2019.101143,doi:10.1016/j.reseneeco.2019.101143,1,Active CSU affiliation,resource energy economics,3.553,2021,Exact journal-year,W2994849090,https://doi.org/10.1016/j.reseneeco.2019.101143,"Depletion, climate, and the incremental value of groundwater",2019,2019-12-20,article,32,Resource and Energy Economics,0928-7655,Elsevier BV,FALSE,FALSE,5,NA,NA,NA,N,TRUE,2021,FALSE,TRUE,N,Neither,TRUE
Goemans,Chris,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.reseneeco.2021.101143,doi:10.1016/j.reseneeco.2021.101143,1,Active CSU affiliation,resource energy economics,3.553,2021,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Manning,Dale,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.reseneeco.2021.101143,doi:10.1016/j.reseneeco.2021.101143,1,Active CSU affiliation,resource energy economics,3.553,2021,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Suter,Jordan,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.reseneeco.2021.101143,doi:10.1016/j.reseneeco.2021.101143,1,Active CSU affiliation,resource energy economics,3.553,2021,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,TRUE,2021,FALSE,FALSE,N,Neither,TRUE
Countryman,Amanda,Ag and Food,2025,JA,a,U,0,NA,Island economies in the wake: shipping cost effects from carbon taxes,Resources Conservation and Recycling,10.1016/j.resconrec.2025.108325,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.resconrec.2025.108325,doi:10.1016/j.resconrec.2025.108325,1,Active CSU affiliation,resources conservation recycling,10.4,2025,Exact journal-year,W4409634153,https://doi.org/10.1016/j.resconrec.2025.108325,Island economies in the wake: Assessing increased shipping cost effects from carbon taxes on maritime trade,2025,2025-04-21,article,9,Resources Conservation and Recycling,0921-3449,Elsevier BV,FALSE,FALSE,2,NA,NA,NA,U,FALSE,2025,FALSE,FALSE,U,Undetermined,TRUE
Chenarides,Lauren,Ag and Food,2023,JA,a,N,0,NA,Retail Markups and Discount-Store Entry,Review of Industrial Organization,10.1007/s11151-023-09926-w,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1007/s11151-023-09926-w,doi:10.1007/s11151-023-09926-w,1,Active CSU affiliation,review industrial organization,1.313,2021,Nearest year (2021),W4387817813,https://doi.org/10.1007/s11151-023-09926-w,Retail Markups and Discount-Store Entry,2023,2023-10-20,article,6,Review of Industrial Organization,0889-938X,Springer Science+Business Media,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2023,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Effects of land dispossession and forced migration on Indigenous peoples,Science,10.1126/science.abe4943,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1126/science.abe4943,doi:10.1126/science.abe4943,1,Active CSU affiliation,science,63.714,2021,Exact journal-year,W3210493173,https://doi.org/10.1126/science.abe4943,Effects of land dispossession and forced migration on Indigenous peoples in North America,2021,2021-10-28,article,204,Science,0036-8075,American Association for the Advancement of Science,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Lewis,Lynne,ENRE,2025,JA,a,N,0,NA,Reinstate the National Climate Assessment,Science,10.1126/science.adz3885,lewislynne.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1126/science.adz3885,doi:10.1126/science.adz3885,1,Active CSU affiliation,science,47.3,2025,Exact journal-year,W4412622914,https://doi.org/10.1126/science.adz3885,Reinstate the National Climate Assessment,2025,2025-07-24,article,1,Science,0036-8075,American Association for the Advancement of Science,FALSE,FALSE,6,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
Goemans,Chris,ENRE,2023,JA,a,Y,1,Goemans;Manning,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.scitotenv.2023.161964,doi:10.1016/j.scitotenv.2023.161964,1,Active CSU affiliation,science total environment,9.8,2022,Nearest year (2022),W4318828324,https://doi.org/10.1016/j.scitotenv.2023.161964,Assessment of vulnerability to water shortage in semi-arid river basins: The value of demand reduction and storage capacity,2023,2023-02-01,article,34,The Science of The Total Environment,0048-9697,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Manning,Dale,ENRE,2023,JA,a,Y,1,Goemans;Manning,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.scitotenv.2023.161964,doi:10.1016/j.scitotenv.2023.161964,1,Active CSU affiliation,science total environment,9.8,2022,Nearest year (2022),W4318828324,https://doi.org/10.1016/j.scitotenv.2023.161964,Assessment of vulnerability to water shortage in semi-arid river basins: The value of demand reduction and storage capacity,2023,2023-02-01,article,34,The Science of The Total Environment,0048-9697,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,Y,FALSE,2023,FALSE,FALSE,Y,CV only,TRUE
Burkhardt,Jesse,ENRE,2025,JA,a,Y,1,Burkhardt;Suter,Characterizing community water systems exposed to wildfire in the Western US,Science of the Total Environment,10.1016/j.scitotenv.2025.179814,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.scitotenv.2025.179814,doi:10.1016/j.scitotenv.2025.179814,1,Active CSU affiliation,science total environment,8,2024,Nearest year (2024),W4411225024,https://doi.org/10.1016/j.scitotenv.2025.179814,Characterizing community water systems exposed to wildfire in the Western U.S.,2025,2025-06-12,article,0,The Science of The Total Environment,0048-9697,Elsevier BV,FALSE,FALSE,7,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
Suter,Jordan,ENRE,2025,JA,a,Y,1,Burkhardt;Suter,Characterizing community water systems exposed to wildfire in the Western US,Science of the Total Environment,10.1016/j.scitotenv.2025.179814,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.scitotenv.2025.179814,doi:10.1016/j.scitotenv.2025.179814,1,Active CSU affiliation,science total environment,8,2024,Nearest year (2024),W4411225024,https://doi.org/10.1016/j.scitotenv.2025.179814,Characterizing community water systems exposed to wildfire in the Western U.S.,2025,2025-06-12,article,0,The Science of The Total Environment,0048-9697,Elsevier BV,FALSE,FALSE,7,NA,NA,NA,Y,FALSE,2025,FALSE,FALSE,Y,CV only,TRUE
Chenarides,Lauren,Ag and Food,2026,JA,a,N,0,NA,Data-usage descriptors as search metadata: the case of food security data and the National Data Platform,Scientific Data,10.1038/s41597-026-07753-8,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,10.1038/s41597-026-07753-8,doi:10.1038/s41597-026-07753-8,1,Active CSU affiliation,scientific data,NA,NA,No IF match,W7201847054,https://doi.org/10.1038/s41597-026-07753-8,Data-usage descriptors as search metadata: the case of food security data and the National Data Platform,2026,2026-08-07,data-paper,0,Scientific Data,2052-4463,Nature Portfolio,TRUE,FALSE,6,NA,NA,NA,N,FALSE,2026,FALSE,FALSE,N,Neither,FALSE
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Risk compensation and face mask mandates during the COVID-19 pandemic,Scientific Reports,10.1038/s41598-021-82574-w,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1038/s41598-021-82574-w,doi:10.1038/s41598-021-82574-w,1,Active CSU affiliation,scientific reports,4.996,2021,Exact journal-year,W3127456818,https://doi.org/10.1038/s41598-021-82574-w,Risk compensation and face mask mandates during the COVID-19 pandemic,2021,2021-02-04,article,102,Scientific Reports,2045-2322,Nature Portfolio,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2021,FALSE,FALSE,N,Neither,TRUE
Bayham,Jude,ENRE,2022,JA,a,N,0,NA,Modeling the systemic risks of COVID-19 on the wildland firefighting workforce,Scientific Reports,10.1038/s41598-022-12253-x,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1038/s41598-022-12253-x,doi:10.1038/s41598-022-12253-x,1,Active CSU affiliation,scientific reports,4.6,2022,Exact journal-year,W4280497021,https://doi.org/10.1038/s41598-022-12253-x,Modeling the systemic risks of COVID-19 on the wildland firefighting workforce,2022,2022-05-18,article,5,Scientific Reports,2045-2322,Nature Portfolio,TRUE,FALSE,5,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2022,JA,a,Y,0,NA,Effects of Feed Efficiency and Diet on Performance and Carcass Characteristics in Growing Wether Lambs,Small Ruminant Research,10.1016/j.smallrumres.2021.106611,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1016/j.smallrumres.2021.106611,doi:10.1016/j.smallrumres.2021.106611,1,Active CSU affiliation,small ruminant research,1.8,2022,Exact journal-year,W4205369369,https://doi.org/10.1016/j.smallrumres.2021.106611,Effects of feed efficiency and diet on performance and carcass characteristics in growing wether lambs,2022,2022-01-04,article,20,Small Ruminant Research,0921-4488,Elsevier BV,TRUE,FALSE,7,NA,NA,NA,Y,FALSE,2022,FALSE,FALSE,Y,CV only,TRUE
Burkhardt,Jesse,ENRE,2025,JA,a,U,1,Burkhardt;Hoag,How sense of place influences willingness to pay for sustainable wolf populations,Society & Natural Resources,10.1080/08941920.2025.2572064,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/08941920.2025.2572064,doi:10.1080/08941920.2025.2572064,1,Active CSU affiliation,society natural resources,2.1,2025,Exact journal-year,W4415021393,https://doi.org/10.1080/08941920.2025.2572064,How Sense of Place Influences Willingness to Pay for Sustainable Wolf Populations,2025,2025-10-10,article,0,Society & Natural Resources,0894-1920,Taylor & Francis,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2025,FALSE,FALSE,N,Neither,TRUE
Hoag,Dana,ENRE,2025,JA,a,N,1,Burkhardt;Hoag,How sense of place influences willingness to pay for sustainable wolf populations,Society & Natural Resources,10.1080/08941920.2025.2572064,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1080/08941920.2025.2572064,doi:10.1080/08941920.2025.2572064,1,Active CSU affiliation,society natural resources,2.1,2025,Exact journal-year,W4415021393,https://doi.org/10.1080/08941920.2025.2572064,How Sense of Place Influences Willingness to Pay for Sustainable Wolf Populations,2025,2025-10-10,article,0,Society & Natural Resources,0894-1920,Taylor & Francis,FALSE,FALSE,3,NA,NA,NA,N,TRUE,2025,FALSE,FALSE,N,Neither,TRUE
Hoag,Dana,ENRE,2021,JA,b,Y,0,NA,Valuing Cattle Manure as an Agricultural Resource for Efficiency and Environmental Sustainability,Sustainability,10.3390/su13169375,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3390/su13169375,doi:10.3390/su13169375,1,Active CSU affiliation,sustainability,3.889,2021,Exact journal-year,W3193515861,https://doi.org/10.3390/su13169375,Valuing Cattle Manure as an Agricultural Resource for Efficiency and Environmental Sustainability,2021,2021-08-20,article,2,Sustainability,2071-1050,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,2,NA,NA,NA,Y,FALSE,2021,FALSE,FALSE,Y,CV only,TRUE
Mooney,Daniel,Ag and Food,2022,JA,b,N,0,NA,Returns to Disease Resistance Research when Pest Management is an Option,Sustainability,10.3390/su14052859,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.3390/su14052859,doi:10.3390/su14052859,1,Active CSU affiliation,sustainability,3.9,2022,Exact journal-year,W4214897389,https://doi.org/10.3390/su14052859,Returns to Disease Resistance Research When Pest Management Is an Option,2022,2022-03-01,article,7,Sustainability,2071-1050,Multidisciplinary Digital Publishing Institute,TRUE,FALSE,4,NA,NA,NA,N,FALSE,2022,FALSE,FALSE,N,Neither,TRUE
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Examining climate benefits from rangeland and pasture management practices,Sustainable Agriculture,10.1038/s44264-025-00105-w,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,10.1038/s44264-025-00105-w,doi:10.1038/s44264-025-00105-w,1,Active CSU affiliation,sustainable agriculture,NA,NA,No IF match,W4416850448,https://doi.org/10.1038/s44264-025-00105-w,"Examining climate benefits from rangeland and pasture management practices in the United States: opportunities, tradeoffs, and information gaps",2025,2025-12-01,article,1,npj Sustainable Agriculture,2731-9202,NA,TRUE,FALSE,11,NA,NA,NA,N,FALSE,2025,FALSE,FALSE,N,Neither,TRUE
