last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,publication_key,affiliated_at_publication,affiliation_status
Countryman,Amanda,Ag and Food,2021,JA,b,N,0,NA,Safeguard Measures and Fresh Produce Trade: U.S. Blueberry Imports,Q Open,10.1093/qopen/qoab018,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/qopen/qoab018,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2022,JA,b,Y,0,NA,Economic Assessment of Foot-and-Mouth Disease Outbreaks in Brazil,Q Open,10.1093/qopen/qoac028,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/qopen/qoac028,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2023,JA,b,N,0,NA,Type and Frequency of Wild Pig-Domestic Livestock Contacts and Operator Concern,Q Open,10.1093/qopen/qoad027,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/qopen/qoad027,1,Active CSU affiliation
Chouinard,Hayley,Ag and Food,2026,JA,a,NA,1,Chouinard;Costanigro,"Food fights in the classroom: a case study exploring the connections between economic reasoning, critical thinking, engagement, and dialogue in polarized contexts",Q Open,10.1093/qopen/qoag010,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1093/qopen/qoag010,1,Active CSU affiliation
Costanigro,Marco,Ag and Food,2026,JA,a,NA,1,Chouinard;Costanigro,"Food fights in the classroom: a case study exploring the connections between economic reasoning, critical thinking, engagement, and dialogue in polarized contexts",Q Open,10.1093/qopen/qoag010,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1093/qopen/qoag010,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2026,JA,a,NA,0,NA,Assessing Factors Contributing to a Healthy Work Ecosystem in the Applied Economics Profession,Q Open,10.1093/qopen/qoag018,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1093/qopen/qoag018,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,a,Y,0,NA,Evaluating economic impacts of prairie dog-cattle competition on ranching enterprises,Rangeland Ecology & Management,10.1016/j.rama.2022.09.003,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2022.09.003,1,Active CSU affiliation
Ritten,John,Ag and Food,2024,JA,a,N,0,NA,Flexible Stocking: Livestock Production and Economic Responses in Mixed-Grass Prairie,Rangeland Ecology & Management,10.1016/j.rama.2024.01.007,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2024.01.007,1,Active CSU affiliation
Hoag,Dana,ENRE,2024,JA,a,N,0,NA,"What's in a Name? Standardizing Terminology for the Enhancement of Research, Extension, and Industry Applications of Virtual Fence Use on Grazing Livestock",Rangeland Ecology & Management,10.1016/j.rama.2024.03.004,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2024.03.004,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Does drought intensify effects of black-tailed prairie dog on livestock production,Rangeland Ecology & Management,10.1016/j.rama.2024.04.011,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2024.04.011,1,Active CSU affiliation
Hoag,Dana,ENRE,2024,JA,a,Y,1,Hoag;Mooney,Beef Cattle Producer Perspectives on Virtual Fencing,Rangeland Ecology & Management,10.1016/j.rama.2024.06.004,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2024.06.004,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,a,Y,1,Hoag;Mooney,Beef Cattle Producer Perspectives on Virtual Fencing,Rangeland Ecology & Management,10.1016/j.rama.2024.06.004,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2024.06.004,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,Y,0,NA,US Beef Cattle Inventory Trends with Implications for Land Use and Rangelands,Rangeland Ecology & Management,10.1016/j.rama.2025.01.007,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2025.01.007,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Does Initial Body Size Influence Weight Gain of Stocker Steers,Rangeland Ecology & Management,10.1016/j.rama.2025.08.009,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2025.08.009,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2025,JA,a,U,1,Enns;Ritten,Steer Growth Performance and Enteric Gas Flux Across Backgrounding Phases,Rangeland Ecology & Management,10.1016/j.rama.2025.08.010,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2025.08.010,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,1,Enns;Ritten,Steer Growth Performance and Enteric Gas Flux Across Backgrounding Phases,Rangeland Ecology & Management,10.1016/j.rama.2025.08.010,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rama.2025.08.010,1,Active CSU affiliation
Ritten,John,Ag and Food,2026,JA,a,NA,0,NA,Unravelling the Influence of Adaptive Grazing Management with Multiple Paddocks on Cattle Production in Semiarid Rangeland,Rangeland Ecology & Management,10.1016/j.rama.2026.03.004,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1016/j.rama.2026.03.004,1,Active CSU affiliation
Ritten,John,Ag and Food,2026,JA,a,NA,0,NA,"Adaptive, Multipaddock Grazing Management Increased C3 and Reduced C4 Graminoids Without Changing Total Forage Production in Shortgrass Steppe",Rangeland Ecology & Management,10.1016/j.rama.2026.04.003,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1016/j.rama.2026.04.003,1,Active CSU affiliation
Ritten,John,Ag and Food,2026,JA,a,NA,0,NA,Nutrient Runoff From North American Grasslands,Rangeland Ecology & Management,10.1016/j.rama.2026.05.006,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1016/j.rama.2026.05.006,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,b,N,0,NA,Social learning lessons from Collaborative Adaptive Rangeland Management,Rangelands,10.1016/j.rala.2021.02.002,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2021.02.002,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,b,N,0,NA,Adaptive Grazing Management in Semiarid Rangelands: An Outcome-driven Focus,Rangelands,10.1016/j.rala.2021.02.004,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2021.02.004,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,b,Y,0,NA,Stocking rate and marketing dates for yearling steers grazing rangelands,Rangelands,10.1016/j.rala.2022.04.002,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2022.04.002,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,b,N,0,NA,Balancing Ecosystem Service Outcomes at the Ranch-Scale in Shortgrass Steppe,Rangelands,10.1016/j.rala.2022.05.003,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2022.05.003,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation
Hoag,Dana,ENRE,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,b,N,1,Delay;Hoag;Mooney;Ritten,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.rala.2024.05.006,1,Active CSU affiliation
Bayham,Jude,ENRE,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation
Berning,Joshua,Ag and Food,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation
Costanigro,Marco,Ag and Food,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2023,JA,a,Y,1,Bayham;Berning;Costanigro;Thilmany,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/00343404.2023.2166914,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2021,JA,a,U,1,Bonanno;Cleary,Enhancing Understanding of Food Purchasing Patterns in the Northeast,Renewable Agriculture and Food Systems,10.1017/s1742170519000371,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/s1742170519000371,1,Active CSU affiliation
Cleary,Rebecca,Ag and Food,2021,JA,a,Y,1,Bonanno;Cleary,Enhancing Understanding of Food Purchasing Patterns in the Northeast,Renewable Agriculture and Food Systems,10.1017/s1742170519000371,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/s1742170519000371,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2023,JA,a,U,1,Jablonski;Mooney;Thilmany,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/s1742170523000145,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2023,JA,a,Y,1,Jablonski;Mooney;Thilmany,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/s1742170523000145,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2023,JA,a,Y,1,Jablonski;Mooney;Thilmany,Producers Marketing a Novel Crop: A Field-Level View of Hemp Market Channels,Renewable Agriculture and Food Systems,10.1017/S1742170523000145,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/s1742170523000145,1,Active CSU affiliation
Goemans,Chris,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.reseneeco.2019.101143,1,Active CSU affiliation
Manning,Dale,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.reseneeco.2019.101143,1,Active CSU affiliation
Suter,Jordan,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Groundwater Depletion Climate and the Incremental Value of Groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2019.101143,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.reseneeco.2019.101143,1,Active CSU affiliation
Goemans,Chris,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.reseneeco.2021.101143,1,Active CSU affiliation
Manning,Dale,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.reseneeco.2021.101143,1,Active CSU affiliation
Suter,Jordan,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Depletion climate and the incremental value of groundwater,Resource and Energy Economics,10.1016/j.reseneeco.2021.101143,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.reseneeco.2021.101143,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2025,JA,a,U,0,NA,Island economies in the wake: shipping cost effects from carbon taxes,Resources Conservation and Recycling,10.1016/j.resconrec.2025.108325,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.resconrec.2025.108325,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2023,JA,a,N,0,NA,Retail Markups and Discount-Store Entry,Review of Industrial Organization,10.1007/s11151-023-09926-w,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s11151-023-09926-w,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Effects of land dispossession and forced migration on Indigenous peoples,Science,10.1126/science.abe4943,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1126/science.abe4943,1,Active CSU affiliation
Lewis,Lynne,ENRE,2025,JA,a,N,0,NA,Reinstate the National Climate Assessment,Science,10.1126/science.adz3885,lewislynne.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1126/science.adz3885,1,Active CSU affiliation
Goemans,Chris,ENRE,2023,JA,a,Y,1,Goemans;Manning,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.scitotenv.2023.161964,1,Active CSU affiliation
Manning,Dale,ENRE,2023,JA,a,Y,1,Goemans;Manning,Assessment of vulnerability to water shortage in semi-arid river basins,Science of the Total Environment,10.1016/j.scitotenv.2023.161964,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.scitotenv.2023.161964,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2025,JA,a,Y,1,Burkhardt;Suter,Characterizing community water systems exposed to wildfire in the Western US,Science of the Total Environment,10.1016/j.scitotenv.2025.179814,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.scitotenv.2025.179814,1,Active CSU affiliation
Suter,Jordan,ENRE,2025,JA,a,Y,1,Burkhardt;Suter,Characterizing community water systems exposed to wildfire in the Western US,Science of the Total Environment,10.1016/j.scitotenv.2025.179814,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.scitotenv.2025.179814,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2026,JA,a,N,0,NA,Data-usage descriptors as search metadata: the case of food security data and the National Data Platform,Scientific Data,10.1038/s41597-026-07753-8,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1038/s41597-026-07753-8,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Risk compensation and face mask mandates during the COVID-19 pandemic,Scientific Reports,10.1038/s41598-021-82574-w,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1038/s41598-021-82574-w,1,Active CSU affiliation
Bayham,Jude,ENRE,2022,JA,a,N,0,NA,Modeling the systemic risks of COVID-19 on the wildland firefighting workforce,Scientific Reports,10.1038/s41598-022-12253-x,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1038/s41598-022-12253-x,1,Active CSU affiliation
Ritten,John,Ag and Food,2022,JA,a,Y,0,NA,Effects of Feed Efficiency and Diet on Performance and Carcass Characteristics in Growing Wether Lambs,Small Ruminant Research,10.1016/j.smallrumres.2021.106611,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.smallrumres.2021.106611,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2025,JA,a,U,1,Burkhardt;Hoag,How sense of place influences willingness to pay for sustainable wolf populations,Society & Natural Resources,10.1080/08941920.2025.2572064,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/08941920.2025.2572064,1,Active CSU affiliation
Hoag,Dana,ENRE,2025,JA,a,N,1,Burkhardt;Hoag,How sense of place influences willingness to pay for sustainable wolf populations,Society & Natural Resources,10.1080/08941920.2025.2572064,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/08941920.2025.2572064,1,Active CSU affiliation
Hoag,Dana,ENRE,2021,JA,b,Y,0,NA,Valuing Cattle Manure as an Agricultural Resource for Efficiency and Environmental Sustainability,Sustainability,10.3390/su13169375,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3390/su13169375,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2022,JA,b,N,0,NA,Returns to Disease Resistance Research when Pest Management is an Option,Sustainability,10.3390/su14052859,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3390/su14052859,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Examining climate benefits from rangeland and pasture management practices,Sustainable Agriculture,10.1038/s44264-025-00105-w,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1038/s44264-025-00105-w,1,Active CSU affiliation
Van Sandt,Anders,Ag and Food,2026,JA,a,NA,0,NA,Rural emergency hospitals: Emerging patterns of adaptation and community perception,The Journal of Rural Health,10.1111/jrh.70112,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1111/jrh.70112,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2025,JA,a,Y,0,NA,Tariff Troubles: Repercussions of Protectionist Policies on U.S. Agriculture,The World Economy,10.1111/twec.13731,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/twec.13731,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2024,JA,a,N,0,NA,Assessing Economic Impacts of Mile High 420 Festival in Colorado,Tourism and Hospitality,10.3390/tourhosp5030032,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3390/tourhosp5030032,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,a,Y,0,NA,Benchmarking Current Pre-Slaughter Management Factors Welfare Indicators and Meat Quality,Translational Animal Science,10.1093/tas/txad150,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/tas/txad150,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,a,Y,0,NA,Pre-Slaughter Factors Affecting Mobility Blood Parameters Bruising and Muscle pH,Translational Animal Science,10.1093/tas/txae035,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/tas/txae035,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,a,Y,0,NA,An analysis of preslaughter management factors on welfare and meat quality outcomes,Translational Animal Science,10.1093/tas/txae108,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/tas/txae108,1,Active CSU affiliation
Enns,Kellie,Ag Ed,2025,JA,a,Y,0,NA,Developing critical thinking and professional skills in animal science students,Translational Animal Science,10.1093/tas/txaf169,ennskellie.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/tas/txaf169,1,Active CSU affiliation
Ritten,John,Ag and Food,2026,JA,a,NA,0,NA,"Effects of growth hormone implants on animal growth performance, feed intake, carcass characteristics, feeding behavior, gas flux emissions, and relative profitability of finishing Angus steers",Translational Animal Science,10.1093/tas/txag072,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1093/tas/txag072,1,Active CSU affiliation
Suter,Jordan,ENRE,2025,JA,a,Y,0,NA,The unaccounted costs of slash pile burning,Trees Forests and People,10.1016/j.tfp.2025.101081,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.tfp.2025.101081,1,Active CSU affiliation
Hoag,Dana,ENRE,2022,JA,a,Y,1,Hoag;Mooney,More Risk More Money: When are Payments for Water Savings from Limited Irrigation Profitable,Water Resources and Economics,10.1016/j.wre.2022.100212,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.wre.2022.100212,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2022,JA,a,Y,1,Hoag;Mooney,More Risk More Money: When are Payments for Water Savings from Limited Irrigation Profitable,Water Resources and Economics,10.1016/j.wre.2022.100212,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.wre.2022.100212,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2023,JA,a,U,1,Burkhardt;Goemans;Manning,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.wre.2023.100214,1,Active CSU affiliation
Goemans,Chris,ENRE,2023,JA,a,Y,1,Burkhardt;Goemans;Manning,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.wre.2023.100214,1,Active CSU affiliation
Manning,Dale,ENRE,2023,JA,a,U,1,Burkhardt;Goemans;Manning,Further evidence on social comparison and residential water use,Water Resources and Economics,10.1016/j.wre.2023.100214,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.wre.2023.100214,1,Active CSU affiliation
Costanigro,Marco,Ag and Food,2022,JA,a,N,0,NA,Implicit and Explicit Biases for Recycled Water and Tap Water,Water Resources Research,10.1029/2021WR030712,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1029/2021wr030712,1,Active CSU affiliation
Goemans,Chris,ENRE,2024,JA,a,Y,1,Goemans;Manning,Integrated water management under different water rights institutions,Water Resources Research,10.1029/2024WR037196,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1029/2024wr037196,1,Active CSU affiliation
Manning,Dale,ENRE,2024,JA,a,U,1,Goemans;Manning,Integrated water management under different water rights institutions,Water Resources Research,10.1029/2024WR037196,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1029/2024wr037196,1,Active CSU affiliation
Suter,Jordan,ENRE,2025,JA,a,U,0,NA,Water scarcity compounds negative effects of salinity on irrigated agriculture,Water Resources Research,10.1029/2024wr038504,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1029/2024wr038504,1,Active CSU affiliation
Suter,Jordan,ENRE,2026,JA,a,NA,0,NA,Groundwater management amidst a changing climate: A more severe climate could decrease the value of groundwater conservation,Water Resources Research,10.1029/2025WR040427,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1029/2025wr040427,1,Active CSU affiliation
Hill,Alexandra,Ag and Food,2021,JA,b,N,0,NA,COVID-19 and Farm Workers,Western Economics Forum,10.22004/ag.econ.311308,hillalexandra.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.311308,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,b,Y,0,NA,COVID-19 and the renewed migration to the rural west,Western Economics Forum,10.22004/ag.econ.311309,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.311309,1,Active CSU affiliation
Bayham,Jude,ENRE,2023,JA,b,Y,0,NA,The Economics of Wildland Firefighting Aviation Procurement and Effectiveness,Western Economics Forum,10.22004/ag.econ.339590,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.339590,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2024,JA,b,U,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.349293,1,Active CSU affiliation
Hoag,Dana,ENRE,2024,JA,b,U,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.349293,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,b,N,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.349293,1,Active CSU affiliation
Ritten,John,Ag and Food,2024,JA,b,U,1,Delay;Hoag;Mooney;Ritten,Virtual Fencing: Economic and Policy Implications of an Emerging Livestock Technology,Western Economics Forum,10.22004/ag.econ.349293,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.349293,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,b,N,0,NA,Identifying a Path Forward: Evaluating Ranch Socio-Economic Sustainability,Western Economics Forum,10.22004/ag.econ.364766,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.364766,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2025,JA,b,Y,1,Mooney;Seidl,Exploring the Potential for Innovative Water Management Strategies to Support Irrigated Farmland Transitions,Western Economics Forum,10.22004/ag.econ.364767,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.364767,1,Active CSU affiliation
Seidl,Andrew,ENRE,2025,JA,b,U,1,Mooney;Seidl,Exploring the Potential for Innovative Water Management Strategies to Support Irrigated Farmland Transitions,Western Economics Forum,10.22004/ag.econ.364767,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.364767,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,b,Y,0,NA,Labor Changes in the US Beef Industry Magnify Challenges with Succession,Western Economics Forum,10.22004/ag.econ.364770,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.364770,1,Active CSU affiliation
